code_id,code
371,"def get_path_directories():
    
    pth = os.environ[]
    if sys.platform ==  and os.environ.get(""BASH""):
        
        if pth[1] == :  
            pth = pth.replace(, , 1)
    return [p.strip() for p in pth.split(os.pathsep) if p.strip()]"
372,"def dropEvent(self, event):
        
        super(TrashWidget, self).dropEvent(event)
        self.itemTrashed.emit()"
373,"def get_overrides_filename(variable):
    
    filename = os.environ.get(variable)

    if filename is None:
        msg = .format(variable)
        raise EnvironmentError(msg)

    return filename"
374,"def _finalize_chunk(self, dd, offsets):
        
        
        
        if dd.entity.is_encrypted:
            dd.mark_unchecked_chunk_decrypted(offsets.chunk_num)
        
        
        dd.perform_chunked_integrity_check()
        
        with self._disk_operation_lock:
            self._disk_set.remove(
                blobxfer.operations.download.Downloader.
                create_unique_disk_operation_id(dd, offsets))
            self._download_bytes_sofar += offsets.num_bytes"
375,"def before_sleep_log(logger, log_level):
    
    def log_it(retry_state):
        if retry_state.outcome.failed:
            verb, value = , retry_state.outcome.exception()
        else:
            verb, value = , retry_state.outcome.result()

        logger.log(log_level,
                   ""Retrying %s in %s seconds as it %s %s."",
                   _utils.get_callback_name(retry_state.fn),
                   getattr(retry_state.next_action, ),
                   verb, value)
    return log_it"
376,"def status(server, output, verbose):
    
    if verbose:
        log(""Connecting to Entity Matching Server: {}"".format(server))

    service_status = server_get_status(server)
    if verbose:
        log(""Status: {}"".format(service_status[]))
    print(json.dumps(service_status), file=output)"
377,"def render_json(tree, indent):
    
    return json.dumps([{: k.as_dict(),
                        : [v.as_dict() for v in vs]}
                       for k, vs in tree.items()],
                      indent=indent)"
378,"def execute(self, fragment, pretty_format=True):
        
        self.fragments = (self.fragments + ""\n"" + fragment).lstrip()
        try:
            line_parser.parseString(self.fragments)
        except ParseException:
            pass
        else:
            self.last_query = self.fragments.strip()
            self.fragments = """"
            return super(FragmentEngine, self).execute(self.last_query, pretty_format)
        return None"
379,"def createElement(self, tag: str) -> Node:
        
        return create_element(tag, base=self._default_class)"
380,"def IsDataVisible(self, path):
    
    if path is None:
      return (False, RESPONSES[])

    if _Matches(path, self.blacklist_patterns):
      return (False, RESPONSES[])

    if not _Matches(path, self.whitelist_patterns):
      return (False, RESPONSES[])

    return (True, RESPONSES[])"
381,"def decode(self, codes):
        
        assert codes.ndim == 2
        N, M = codes.shape
        assert M == self.M
        assert codes.dtype == self.code_dtype

        vecs = np.empty((N, self.Ds * self.M), dtype=np.float32)
        for m in range(self.M):
            vecs[:, m * self.Ds : (m+1) * self.Ds] = self.codewords[m][codes[:, m], :]

        return vecs"
382,"def _build_mac_signature_key_information(self, value):
        
        if value is None:
            return None
        if not isinstance(value, dict):
            raise TypeError(
                ""MAC/signature key information must be a dictionary.""
            )

        cryptographic_parameters = value.get()
        if cryptographic_parameters:
            cryptographic_parameters = self._build_cryptographic_parameters(
                cryptographic_parameters
            )
        mac_signature_key_information = cobjects.MACSignatureKeyInformation(
            unique_identifier=value.get(),
            cryptographic_parameters=cryptographic_parameters
        )
        return mac_signature_key_information"
383,"def get_elections(self, obj):
        
        election_day = ElectionDay.objects.get(
            date=self.context[])
        elections = Election.objects.filter(
            race__office=obj,
            election_day=election_day
        )
        return ElectionSerializer(elections, many=True).data"
384,"def to_table_data(self):
        

        self._validate_source_data()

        for table_key, json_records in six.iteritems(self._buffer):
            self._loader.inc_table_count()
            self._table_key = table_key

            yield TableData(
                self._make_table_name(),
                [""key"", ""value""],
                [record for record in json_records.items()],
                dp_extractor=self._loader.dp_extractor,
                type_hints=self._extract_type_hints(),
            )"
385,"def get_handler(self, *args, **options):
        
        handler = super(Command, self).get_handler(*args, **options)
        if options[]:
            threading.Timer(1, self.livereload_request, kwargs=options).start()
        return handler"
386,"def split_name(name):
    
    s = name.rsplit(, 1)
    if len(s) == 1:
        return s[0], None
    else:
        try:
            return s[0], int(s[1])
        except ValueError:
            raise ValueError(""Invalid Filetracker filename: version must ""
                             ""be int, not %r"" % (s[1],))"
387,"def avg_dicts(dictin1, dictin2, dropmissing=True):
    
    
    dictout = dict()
    for key in dictin1:
        if key in dictin2:
            dictout[key] = (dictin1[key] + dictin2[key]) / 2
        elif not dropmissing:
            dictout[key] = dictin1[key]
    if not dropmissing:
        for key in dictin2:
            if key not in dictin1:
                dictout[key] = dictin2[key]
    return dictout"
388,"def listdir(self, pattern=None):
        
        names = os.listdir(self)
        if pattern is not None:
            names = fnmatch.filter(names, pattern)
        return [self / child for child in names]"
389,"def get_bookmark(self, bookmark_id):
        
        url = self._generate_url(.format(bookmark_id))
        return self.get(url)"
390,"def get_results_range(self):
        
        spec = self.context.getResultsRange()
        if spec:
            return dicts_to_dict(spec, ""keyword"")
        return ResultsRangeDict()"
391,"def _kl_laplace_laplace(a, b, name=None):
  
  with tf.name_scope(name or ""kl_laplace_laplace""):
    
    
    distance = tf.abs(a.loc - b.loc)
    ratio = a.scale / b.scale

    return (-tf.math.log(ratio) - 1 + distance / b.scale +
            ratio * tf.exp(-distance / a.scale))"
392,"def btc_witness_script_serialize(_stack):
    
    stack = _stack
    if encoding.json_is_base(_stack, 16):
        
        stack = encoding.json_changebase(_stack, lambda x: binascii.unhexlify(x))

    return encoding.safe_hexlify(_btc_witness_serialize_unit(len(stack)) + .join(map(lambda stack_unit: _btc_witness_serialize_unit(stack_unit), stack)))"
393,"def enum_to_yaml(cls: Type[T_EnumToYAML], representer: Representer, data: T_EnumToYAML) -> ruamel.yaml.nodes.ScalarNode:
    
    return representer.represent_scalar(
        f""!{cls.__name__}"",
        f""{str(data)}""
    )"
394,"def file_handler(self, handler_type, path, prefixed_path, source_storage):
        
        if self.faster:
            if prefixed_path not in self.found_files:
                self.found_files[prefixed_path] = (source_storage, path)

            self.task_queue.put({
                : handler_type,
                : path,
                : prefixed_path,
                : source_storage
            })
            self.counter += 1
        else:
            if handler_type == :
                super(Command, self).link_file(path, prefixed_path, source_storage)
            else:
                super(Command, self).copy_file(path, prefixed_path, source_storage)"
395,"def fetch(self):
        
        params = values.of({})

        payload = self._version.fetch(
            ,
            self._uri,
            params=params,
        )

        return MediaInstance(
            self._version,
            payload,
            account_sid=self._solution[],
            message_sid=self._solution[],
            sid=self._solution[],
        )"
396,"def channels_add_all(self, room_id, **kwargs):
        
        return self.__call_api_post(, roomId=room_id, kwargs=kwargs)"
397,"def load_dict():
    
    global g_load_java_message_filename
    global g_ok_java_messages

    if os.path.isfile(g_load_java_message_filename):
            
        with open(g_load_java_message_filename,) as ofile:
            g_ok_java_messages = pickle.load(ofile)
    else:   
        g_ok_java_messages[""general""] = []"
398,"def get_genetic_map_HapMapII_GRCh37(self):
        
        if self._genetic_map_HapMapII_GRCh37 is None:
            self._genetic_map_HapMapII_GRCh37 = self._load_genetic_map(
                self._get_path_genetic_map_HapMapII_GRCh37()
            )

        return self._genetic_map_HapMapII_GRCh37"
399,"def flip_x(self, center=None):
        
        if center is None:
            self.poly.flip()
        else:
            self.poly.flip(center[0])"
400,"def serial_udb_extra_f2_b_encode(self, sue_time, sue_pwm_input_1, sue_pwm_input_2, sue_pwm_input_3, sue_pwm_input_4, sue_pwm_input_5, sue_pwm_input_6, sue_pwm_input_7, sue_pwm_input_8, sue_pwm_input_9, sue_pwm_input_10, sue_pwm_output_1, sue_pwm_output_2, sue_pwm_output_3, sue_pwm_output_4, sue_pwm_output_5, sue_pwm_output_6, sue_pwm_output_7, sue_pwm_output_8, sue_pwm_output_9, sue_pwm_output_10, sue_imu_location_x, sue_imu_location_y, sue_imu_location_z, sue_flags, sue_osc_fails, sue_imu_velocity_x, sue_imu_velocity_y, sue_imu_velocity_z, sue_waypoint_goal_x, sue_waypoint_goal_y, sue_waypoint_goal_z, sue_memory_stack_free):
                
                return MAVLink_serial_udb_extra_f2_b_message(sue_time, sue_pwm_input_1, sue_pwm_input_2, sue_pwm_input_3, sue_pwm_input_4, sue_pwm_input_5, sue_pwm_input_6, sue_pwm_input_7, sue_pwm_input_8, sue_pwm_input_9, sue_pwm_input_10, sue_pwm_output_1, sue_pwm_output_2, sue_pwm_output_3, sue_pwm_output_4, sue_pwm_output_5, sue_pwm_output_6, sue_pwm_output_7, sue_pwm_output_8, sue_pwm_output_9, sue_pwm_output_10, sue_imu_location_x, sue_imu_location_y, sue_imu_location_z, sue_flags, sue_osc_fails, sue_imu_velocity_x, sue_imu_velocity_y, sue_imu_velocity_z, sue_waypoint_goal_x, sue_waypoint_goal_y, sue_waypoint_goal_z, sue_memory_stack_free)"
401,"def _get_rho(self, w, arr):
        
        lsb = 0
        while not (w & arr[lsb]):
            lsb += 1
        return lsb + 1"
402,"def send_api_request(self, method, url, params={}, valid_parameters=[], needs_api_key=False):
        
        if needs_api_key:
            params.update({: self.request.consumer_key})
            valid_parameters.append()

        files = {}
        if  in params:
            if isinstance(params[], list):
                for idx, data in enumerate(params[]):
                    files[+str(idx)+] =  open(params[][idx], )
            else:
                files = {: open(params[], )}
            del params[]

        validate_params(valid_parameters, params)
        if method == ""get"":
            return self.request.get(url, params)
        else:
            return self.request.post(url, params, files)"
403,"def spkw02(handle, body, center, inframe, first, last, segid, intlen, n, polydg,
           cdata, btime):
    
    handle = ctypes.c_int(handle)
    body = ctypes.c_int(body)
    center = ctypes.c_int(center)
    inframe = stypes.stringToCharP(inframe)
    first = ctypes.c_double(first)
    last = ctypes.c_double(last)
    segid = stypes.stringToCharP(segid)
    intlen = ctypes.c_double(intlen)
    n = ctypes.c_int(n)
    polydg = ctypes.c_int(polydg)
    cdata = stypes.toDoubleVector(cdata)
    btime = ctypes.c_double(btime)
    libspice.spkw02_c(handle, body, center, inframe, first, last, segid, intlen,
                      n, polydg, cdata, btime)"
404,"def sys_register_SDL_renderer(callback: Callable[[Any], None]) -> None:
    
    with _PropagateException() as propagate:

        @ffi.def_extern(onerror=propagate)  
        def _pycall_sdl_hook(sdl_surface: Any) -> None:
            callback(sdl_surface)

        lib.TCOD_sys_register_SDL_renderer(lib._pycall_sdl_hook)"
405,"def load_config(files=None, root_path=None, local_path=None):
    

    config = cfg.ConfigOpts()
    config.register_opts([
        cfg.Opt(, default=root_path),
        cfg.Opt(, default=local_path),
    ])
    
    
    if files is not None:
        config(args=[], default_config_files=files)
    return config"
406,"def get_snmp_service(self):
        
        return SnmpContextManager(self.enable_flow, self.disable_flow, self._snmp_parameters, self._logger)"
407,"async def parse_command(self, stream):
        
        line = await stream.readline()
        if not line:
            raise ConnectionResetError
        s = line.decode(encoding=self.encoding).rstrip()
        logger.info(s)
        cmd, _, rest = s.partition("" "")
        return cmd.lower(), rest"
408,"def hook_wnd_proc(self):
        
        self.__local_wnd_proc_wrapped = WndProcType(self.local_wnd_proc)
        self.__old_wnd_proc = SetWindowLong(self.__local_win_handle,
                                        GWL_WNDPROC,
                                        self.__local_wnd_proc_wrapped)"
409,"def check_password(self, raw_password):
        
        def setter(raw_password):
            self.set_password(raw_password)
            self.save(update_fields=[self.PASSWORD_FIELD])
        return check_password(raw_password, getattr(self, self.PASSWORD_FIELD), setter)"
410,"def _set_state(self, state):
        
        if state != self._association_state:
            self.__log_debug(, self._association_state, state)
            self._association_state = state

        if state == self.State.ESTABLISHED:
            self.__state = 
            for channel in list(self._data_channels.values()):
                if channel.negotiated and channel.readyState != :
                    channel._setReadyState()
            asyncio.ensure_future(self._data_channel_flush())
        elif state == self.State.CLOSED:
            self._t1_cancel()
            self._t2_cancel()
            self._t3_cancel()
            self.__state = 

            
            for stream_id in list(self._data_channels.keys()):
                self._data_channel_closed(stream_id)

            
            
            self.remove_all_listeners()"
411,"def add_fields(self, **fields):
        
        self.__class__ = type(self.__class__.__name__,
                            (self.__class__,), fields)
        for k, v in fields.items():
            v.init_inst(self)"
412,"def add_group(self, name: str, **kwargs) -> None:
        
        group = {
            name: deserializer.inventory.InventoryElement.deserialize_group(
                name=name, defaults=self.defaults, **kwargs
            )
        }
        self.groups.update(group)"
413,"def unquote(string, encoding=, errors=):
    
    if  not in string:
        string.split
        return string
    if encoding is None:
        encoding = 
    if errors is None:
        errors = 
    bits = _asciire.split(string)
    res = [bits[0]]
    append = res.append
    for i in range(1, len(bits), 2):
        append(unquote_to_bytes(bits[i]).decode(encoding, errors))
        append(bits[i + 1])
    return .join(res)"
414,"def serial_periodicfeatures(pfpkl_list,
                            lcbasedir,
                            outdir,
                            starfeaturesdir=None,
                            fourierorder=5,
                            
                            transitparams=(-0.01,0.1,0.1),
                            
                            ebparams=(-0.2,0.3,0.7,0.5),
                            pdiff_threshold=1.0e-4,
                            sidereal_threshold=1.0e-4,
                            sampling_peak_multiplier=5.0,
                            sampling_startp=None,
                            sampling_endp=None,
                            starfeatures=None,
                            timecols=None,
                            magcols=None,
                            errcols=None,
                            lcformat=,
                            lcformatdir=None,
                            sigclip=10.0,
                            verbose=False,
                            maxobjects=None):
    bestbests
        normalized periodogram peak over the sampling periodogram peak at the
        same period required to accept the  period as possibly real.

    sampling_startp, sampling_endp : float
        If the `pgramlist` doesnve stored
        your lcformat description JSONs, other than the usual directories lcproc
        knows to search for them in. Use this along with `lcformat` to specify
        an LC format JSON file thatasymmetric

    try:
        formatinfo = get_lcformat(lcformat,
                                  use_lcformat_dir=lcformatdir)
        if formatinfo:
            (fileglob, readerfunc,
             dtimecols, dmagcols, derrcols,
             magsarefluxes, normfunc) = formatinfo
        else:
            LOGERROR(""cant figure out the light curve format"")
        return None

    

    for task in tqdm(tasks):
        _periodicfeatures_worker(task)"
415,"def register():
    

    if _security.confirmable or request.is_json:
        form_class = _security.confirm_register_form
    else:
        form_class = _security.register_form

    if request.is_json:
        form_data = MultiDict(request.get_json())
    else:
        form_data = request.form

    form = form_class(form_data)

    if form.validate_on_submit():
        user = register_user(**form.to_dict())
        form.user = user

        if not _security.confirmable or _security.login_without_confirmation:
            after_this_request(_commit)
            login_user(user)

        if not request.is_json:
            if  in form:
                redirect_url = get_post_register_redirect(form.next.data)
            else:
                redirect_url = get_post_register_redirect()

            return redirect(redirect_url)
        return _render_json(form, include_auth_token=True)

    if request.is_json:
        return _render_json(form)

    return _security.render_template(config_value(),
                                     register_user_form=form,
                                     **_ctx())"
416,"def distL1(x1,y1,x2,y2):
    
    return int(abs(x2-x1) + abs(y2-y1)+.5)"
417,"def set_policy_attack_strength(self, policy_ids, attack_strength):
        
        for policy_id in policy_ids:
            self.logger.debug(.format(policy_id, attack_strength))
            result = self.zap.ascan.set_policy_attack_strength(policy_id, attack_strength)
            if result != :
                raise ZAPError(.format(policy_id, result))"
418,"def wr_py_sections_new(self, fout_py, doc=None):
        
        sections = self.grprobj.get_sections_2d()
        return self.wr_py_sections(fout_py, sections, doc)"
419,"def _copy_problem_hparams(p_hparams):
  
  p = p_hparams
  
  p.modality[""targets""] = p.modality[""inputs""]
  
  p.vocab_size[""targets""] = p.vocab_size[""inputs""]
  
  p.vocabulary[""targets""] = p.vocabulary[""inputs""]
  
  p.target_space_id = p.input_space_id
  
  p.was_copy = True"
420,"def merged_gasmap(self, **kwargs):
        
        kwargs_copy = self.base_dict.copy()
        kwargs_copy.update(**kwargs)
        self._replace_none(kwargs_copy)        
        localpath = NameFactory.merged_gasmap_format.format(**kwargs_copy)
        if kwargs.get(, False):
            return self.fullpath(localpath=localpath)
        return localpath"
421,"def _error_handler(data, unique_id):
        
        if data.get() == :
            logger.error( % (unique_id, data.get(), data.get()))
            if data.get():
                return True
        if data.get():
            "
422,"def build_default_logger(
    logger_name=,
    log_level=None,
    log_dir=None,
    console_enabled=True,
    max_log_size=5*1024*1024,
    max_backup_logs=5):
    
    old_logger_class = logging.getLoggerClass()
    logging.setLoggerClass(DefaultLogger)
    logger = logging.getLogger(logger_name)
    logging.setLoggerClass(old_logger_class)

    if log_level:
        logger.setLevel(log_level)
    logger.apply_default_handlers(log_dir, console_enabled, max_log_size, max_backup_logs)
    return logger"
423,"def exit(self):
        
        if self.client is not None:
            self.client.close()
        if self.context is not None:
            self.context.destroy()"
424,"def clean(self, data):
        
        try:
            value = data[self.column_name]
        except KeyError:
            raise KeyError(""Column  not found in dataset. Available ""
                           ""columns are: %s"" % (self.column_name, list(data)))

        
        value = self.widget.clean(value, row=data)

        if value in self.empty_values and self.default != NOT_PROVIDED:
            if callable(self.default):
                return self.default()
            return self.default

        return value"
425,"def auth_basic(check, realm=""private"", text=""Access denied""):
    
    def decorator(func):
      def wrapper(*a, **ka):
        user, password = request.auth or (None, None)
        if user is None or not check(user, password):
          response.headers[] =  % realm
          return HTTPError(401, text)
        return func(*a, **ka)
      return wrapper
    return decorator"
426,"def tech_constraints_satisfied(self):
        

        
        load_area_count_per_ring = float(cfg_ding0.get(,
                                                       ))

        max_half_ring_length = float(cfg_ding0.get(,
                                                   ))

        if self._problem._branch_kind == :
            load_factor_normal = float(cfg_ding0.get(,
                                                     ))
            load_factor_malfunc = float(cfg_ding0.get(,
                                                      ))
        elif self._problem._branch_kind == :
            load_factor_normal = float(cfg_ding0.get(,
                                                     ))
            load_factor_malfunc = float(cfg_ding0.get(,
                                                      ))
        else:
            raise ValueError(s _branch_kind is invalid, could not use branch parameters.mv_routing_tech_constraintsmv_max_v_level_lc_diff_normalmv_routing_tech_constraintsmv_max_v_level_lc_diff_malfuncassumptionscos_phi_loadRLI_max_thI_max_thI_max_th'] * load_factor_malfunc):
            return False

        
        

        
        v_level_hring1 =\
            v_level_hring2 =\
            v_level_ring_dir1 =\
            v_level_ring_dir2 =\
            v_level_op =\
            self._problem._v_level * 1e3

        
        r_hring1 =\
            r_hring2 =\
            x_hring1 =\
            x_hring2 =\
            r_ring_dir1 =\
            r_ring_dir2 =\
            x_ring_dir1 =\
            x_ring_dir2 = 0

        for n1, n2 in zip(nodes_hring1[0:len(nodes_hring1)-1], nodes_hring1[1:len(nodes_hring1)]):
            r_hring1 += self._problem.distance(n1, n2) * r
            x_hring1 += self._problem.distance(n1, n2) * x
            v_level_hring1 -= n2.demand() * 1e3 * (r_hring1 + x_hring1*Q_factor) / v_level_op
            if (v_level_op - v_level_hring1) > (v_level_op * mv_max_v_level_lc_diff_normal):
                return False

        for n1, n2 in zip(nodes_hring2[0:len(nodes_hring2)-1], nodes_hring2[1:len(nodes_hring2)]):
            r_hring2 += self._problem.distance(n1, n2) * r
            x_hring2 += self._problem.distance(n1, n2) * x
            v_level_hring2 -= n2.demand() * 1e3 * (r_hring2 + x_hring2 * Q_factor) / v_level_op
            if (v_level_op - v_level_hring2) > (v_level_op * mv_max_v_level_lc_diff_normal):
                return False

        
        
        for (n1, n2), (n3, n4) in zip(zip(nodes_ring1[0:len(nodes_ring1)-1], nodes_ring1[1:len(nodes_ring1)]),
                                      zip(nodes_ring2[0:len(nodes_ring2)-1], nodes_ring2[1:len(nodes_ring2)])):
            r_ring_dir1 += self._problem.distance(n1, n2) * r
            r_ring_dir2 += self._problem.distance(n3, n4) * r
            x_ring_dir1 += self._problem.distance(n1, n2) * x
            x_ring_dir2 += self._problem.distance(n3, n4) * x
            v_level_ring_dir1 -= (n2.demand() * 1e3 * (r_ring_dir1 + x_ring_dir1 * Q_factor) / v_level_op)
            v_level_ring_dir2 -= (n4.demand() * 1e3 * (r_ring_dir2 + x_ring_dir2 * Q_factor) / v_level_op)
            if ((v_level_op - v_level_ring_dir1) > (v_level_op * mv_max_v_level_lc_diff_malfunc) or
                (v_level_op - v_level_ring_dir2) > (v_level_op * mv_max_v_level_lc_diff_malfunc)):
                return False

        return True"
427,"def update_thumbnail_via_upload(api_key, api_secret, video_key, local_video_image_path=, api_format=,
                                **kwargs):
    
    jwplatform_client = jwplatform.Client(api_key, api_secret)
    logging.info(""Updating video thumbnail."")
    try:
        response = jwplatform_client.videos.thumbnails.update(
            video_key=video_key,
            **kwargs)
    except jwplatform.errors.JWPlatformError as e:
        logging.error(""Encountered an error updating thumbnail.\n{}"".format(e))
        sys.exit(e.message)
    logging.info(response)

    
    upload_url = .format(
        response[][],
        response[][],
        response[][]
    )

    
    query_parameters = response[][]
    query_parameters[] = api_format

    with open(local_video_image_path, ) as f:
        files = {: f}
        r = requests.post(upload_url, params=query_parameters, files=files)
        logging.info(.format(local_video_image_path, r.url))
        logging.info(.format(r.text))"
428,"def from_json(cls, json):
    
    return cls(json[cls.BLOB_KEY_PARAM],
               json[cls.INITIAL_POSITION_PARAM],
               json[cls.END_POSITION_PARAM])"
429,"def delete_registry(self, registry):
        
        
        if re.match("".*\\/.*"", registry):
            return [False, ""input registry name cannot contain  characters - valid registry names are of the form <host>:<port> where :<port> is optional""]

        url = self.url + ""/api/scanning/v1/anchore/registries/"" + registry
        res = requests.delete(url, headers=self.hdrs, verify=self.ssl_verify)
        if not self._checkResponse(res):
            return [False, self.lasterr]

        return [True, res.json()]"
430,"def fit(self, mol1, mol2):
        
        return self.get_rmsd(mol1, mol2) < self._tolerance"
431,"def switchDisplay(self, display):
        
        if display in self.displays:
            self.setWidget(self.displays[display])
            self._current = display
        else:
            raise Exception(""Undefined display type ""+ display)"
432,"def _start(self):
        
        params = self._translate(self._options)
        self._resp = self._r_session.get(self._url, params=params, stream=True)
        self._resp.raise_for_status()
        self._lines = self._resp.iter_lines(self._chunk_size)"
433,"def get_text(self, locator, params=None, timeout=None, visible=True):
        
        element = locator
        if not isinstance(element, WebElement):
            element = self.get_present_element(locator, params, timeout, visible)

        if element and element.text:
            return element.text
        else:
            try:
                return element.get_attribute()
            except AttributeError:
                return """""
434,"async def fetch_signatures(endpoint, protocol, idgen):
        
        async with aiohttp.ClientSession() as session:
            req = {
                ""method"": ""getMethodTypes"",
                ""params"": [],
                ""version"": ""1.0"",
                ""id"": next(idgen),
            }

            if protocol == ProtocolType.WebSocket:
                async with session.ws_connect(endpoint, timeout=2) as s:
                    await s.send_json(req)
                    res = await s.receive_json()
                    return res
            else:
                res = await session.post(endpoint, json=req)
                json = await res.json()

                return json"
435,"def dockermachine_ip() -> Optional[str]:
    
    if not check_dockermachine():
        return None

    
    try:
        out = subprocess.check_output([, ])
        return out.decode(""utf-8"").strip()
    except Exception:
        logger.debug(f""docker machine not present"")
        return None"
436,"def create_osd_keyring(conn, cluster, key):
    
    logger = conn.logger
    path = .format(
        cluster=cluster,
    )
    if not conn.remote_module.path_exists(path):
        logger.warning()
        conn.remote_module.write_keyring(path, key)"
437,"def with_zero_or_one(cls, converter, pattern=None):
        
        cardinality = Cardinality.zero_or_one
        if not pattern:
            pattern = getattr(converter, ""pattern"", cls.default_pattern)
        optional_pattern = cardinality.make_pattern(pattern)
        group_count = cardinality.compute_group_count(pattern)

        def convert_optional(text, m=None):
            if text:
                text = text.strip()
            if not text:
                return None
            return converter(text)
        convert_optional.pattern = optional_pattern
        
        convert_optional.regex_group_count = group_count
        return convert_optional"
438,"def is_vagrant_plugin_installed(plugin, use_sudo=False):
    

    cmd = 

    if use_sudo:
        results = sudo(cmd)
    else:
        results = run(cmd)

    installed_plugins = []
    for line in results:
        plugin = re.search(, line)
        installed_plugins.append({: plugin.group(0),
                                  : plugin.group(1)})
        return installed_plugins"
439,"def clear_dcnm_out_part(self, tenant_id, fw_dict, is_fw_virt=False):
        
        res = fw_const.DCNM_OUT_PART_UPDDEL_SUCCESS
        self.update_fw_db_result(tenant_id, dcnm_status=res)
        LOG.info(""Out partition cleared -noop- with service ip addr"")
        return True"
440,"def noise_power_spectrum(data, ground_truth, radial=False,
                         radial_binning_factor=2.0):
    
    try:
        space = data.space
        assert isinstance(space, odl.DiscreteLp)
    except (AttributeError, AssertionError):
        data = np.asarray(data)
        space = odl.uniform_discr(
            [0] * data.ndim, data.shape, data.shape, data.dtype
        )
        data = space.element(data)

    ft = odl.trafos.FourierTransform(space, halfcomplex=False)
    nps = np.abs(ft(data - ground_truth)).real ** 2

    if radial:
        return spherical_sum(nps, binning_factor=radial_binning_factor)
    else:
        return nps"
441,"def state_category(value):
        
        if value == re.sre_parse.CATEGORY_DIGIT:
            return (yield )

        if value == re.sre_parse.CATEGORY_WORD:
            return (yield )"
442,"def get(cls, ns, key):
        
        return getattr(db, cls.__name__).find_one(
            ConfigItem.namespace_prefix == ns,
            ConfigItem.key == key
        )"
443,"def get_proficiencies_by_ids(self, proficiency_ids):
        
        
        
        
        collection = JSONClientValidated(,
                                         collection=,
                                         runtime=self._runtime)
        object_id_list = []
        for i in proficiency_ids:
            object_id_list.append(ObjectId(self._get_id(i, ).get_identifier()))
        result = collection.find(
            dict({: {: object_id_list}},
                 **self._view_filter()))
        result = list(result)
        sorted_result = []
        for object_id in object_id_list:
            for object_map in result:
                if object_map[] == object_id:
                    sorted_result.append(object_map)
                    break
        return objects.ProficiencyList(sorted_result, runtime=self._runtime, proxy=self._proxy)"
444,"def add_var_condor_cmd(self, command):
    
    if command not in self.__var_cmds:
        self.__var_cmds.append(command)
        macro = self.__bad_macro_chars.sub( r, command )
        self.add_condor_cmd(command,  + macro + )"
445,"def get_template_names(self):
        
        names = super(CommandDatagridView, self).get_template_names()
        names.append()
        return names"
446,"def _get_zk_path_children(self, zk_conn, zk_path, name_for_error):
        
        children = []
        try:
            children = zk_conn.get_children(zk_path)
        except NoNodeError:
            self.log.info(, zk_path)
        except Exception:
            self.log.exception(, name_for_error, zk_path)
        return children"
447,"def with_subtype(self, subtype):
        
        self._validate_subtype(subtype)
        self.subtype = subtype
        return self"
448,"def rvs(self, random_state=None):
        r
        
        if self.dist is None:
            return self.value

        
        rs = check_random_state(random_state)
        samples = self.dist.rvs(size=self.shape, random_state=rs)

        
        samples = self.bounds.clip(samples)

        return samples"
449,"def read(self, length=0, timeout_ms=None):
    
    return self._transport.read(
        length, timeouts.PolledTimeout.from_millis(timeout_ms))"
450,"def _delete_sourcesystem_cd(conn: Connection, table: Table, sourcesystem_cd: str) -> int:
        
        return conn.execute(delete(table).where(table.c.sourcesystem_cd == sourcesystem_cd)).rowcount \
            if sourcesystem_cd else 0"
451,"def mk_operation(metaclass, o_tfr):
    
    o_obj = one(o_tfr).O_OBJ[115]()
    action = o_tfr.Action_Semantics_internal
    label =  % (o_obj.Name, o_tfr.Name)
    run = interpret.run_operation
    
    if o_tfr.Instance_Based:
        return lambda self, **kwargs: run(metaclass, label, action, kwargs, self)
    else:
        fn = lambda cls, **kwargs: run(metaclass, label, action, kwargs, None)
        return classmethod(fn)"
452,"def id_to_object(self, line):
        
        result = Range.get(line, ignore=404)
        if not result:
            result = Range(range=line)
            result.save()
        return result"
453,"def dont_cache():
    
    def decorate_func(func):
        @wraps(func)
        def decorate_func_call(*a, **kw):
            callback = SetCacheControlHeadersForNoCachingCallback()
            registry_provider = AfterThisRequestCallbackRegistryProvider()
            registry = registry_provider.provide()
            registry.add(callback)
            return func(*a, **kw)
        return decorate_func_call
    return decorate_func"
454,"def unordered_storage(config, name=None):
    typedictredisredisenvREDIS_HOSTNAMEdefaultlocalhost
    tp = config[]
    if tp == :
        return DictSetStorage(config)
    if tp == :
        return RedisSetStorage(config, name=name)"
455,"def add_observer(self, callback):
        
        if callback in self._observers:
            raise ValueError(
                             .format(callback, self))
        self._observers.append(callback)"
456,"def fully_expanded_path(self):
        
        return os.path.abspath(
            os.path.normpath(
                os.path.normcase(
                    os.path.expandvars(
                        os.path.expanduser(self.path)))))"
457,"def default_config_filename(root_dir=None):
        
        root_dir = Path(root_dir) if root_dir else Path().abspath()
        locale_dir = root_dir / 
        if not os.path.exists(locale_dir):
            locale_dir = root_dir /  / 
        return locale_dir / BASE_CONFIG_FILENAME"
