code,query
"def initialize_model(self, model):
        
        logging.info()
        self.fp16_model = model
        self.fp16_model.zero_grad()
        self.fp32_params = [param.to(torch.float32).detach()
                            for param in model.parameters()]

        for param in self.fp32_params:
            param.requires_grad = True","Initializes internal state and build fp32 master copy of weights.

        :param model: fp16 model"
"def read_ical(self, ical_file_location):  
        
        with open(ical_file_location, ) as ical_file:
            data = ical_file.read()
        self.cal = Calendar.from_ical(data)
        return self.cal",Read the ical file
"def get_user(self, username):
        
        ret = {}
        tmp = self._get_user(self._byte_p2(username), ALL_ATTRS)
        if tmp is None:
            raise UserDoesntExist(username, self.backend_name)
        attrs_tmp = tmp[1]
        for attr in attrs_tmp:
            value_tmp = attrs_tmp[attr]
            if len(value_tmp) == 1:
                ret[attr] = value_tmp[0]
            else:
                ret[attr] = value_tmp
        return ret",Gest a specific user
"def _get_template(self):
        
        loader = PackageLoader(self._package_name, )
        env = Environment(extensions=[], loader=loader)
        return env.get_template(.format(self._report_name))","Returns a template for this report.

        :rtype: `jinja2.Template`"
"def _prepare_reserved_tokens(reserved_tokens):
  
  reserved_tokens = [tf.compat.as_text(tok) for tok in reserved_tokens or []]
  dups = _find_duplicates(reserved_tokens)
  if dups:
    raise ValueError(""Duplicates found in tokens: %s"" % dups)
  reserved_tokens_re = _make_reserved_tokens_re(reserved_tokens)
  return reserved_tokens, reserved_tokens_re",Prepare reserved tokens and a regex for splitting them out of strings.
"def click_right(x = None, y = None, hold_time = 0):
    

    if not x or not y:
        cursor = win32api.GetCursorPos()
        if not x:
            x = cursor[0]
        if not y:
            y = cursor[1]
    move(x, y)
    win32api.mouse_event(win32con.MOUSEEVENTF_RIGHTDOWN, x, y, 0, 0)
    time.sleep(hold_time)
    win32api.mouse_event(win32con.MOUSEEVENTF_RIGHTUP, x, y, 0, 0)","Simulates a mouse right click on pixel (x,y) if x and y are provided
    If x and y are not passed to this function, a mouse click is simulated at the current (x,y)

    :param x: target x-ordinate
    :param y: target y-ordinate
    :param hold_time: length of time to hold the mouse's right button
    :return: None"
"def register_to_random_name(grad_f):
  
  grad_f_name = grad_f.__name__ + ""_"" + str(uuid.uuid4())
  tf.RegisterGradient(grad_f_name)(grad_f)
  return grad_f_name","Register a gradient function to a random string.

  In order to use a custom gradient in TensorFlow, it must be registered to a
  string. This is both a hassle, and -- because only one function can every be
  registered to a string -- annoying to iterate on in an interactive
  environemnt.

  This function registers a function to a unique random string of the form:

    {FUNCTION_NAME}_{RANDOM_SALT}

  And then returns the random string. This is a helper in creating more
  convenient gradient overrides.

  Args:
    grad_f: gradient function to register. Should map (op, grad) -> grad(s)

  Returns:
    String that gradient function was registered to."
"def _definition(self):
        
        headerReference = self._sectPr.get_headerReference(self._hdrftr_index)
        return self._document_part.header_part(headerReference.rId)",|HeaderPart| object containing content of this header.
"def clip_out_of_image(self):
        
        lss_cut = [ls_clipped
                   for ls in self.line_strings
                   for ls_clipped in ls.clip_out_of_image(self.shape)]
        return LineStringsOnImage(lss_cut, shape=self.shape)","Clip off all parts of the line strings that are outside of the image.

        Returns
        -------
        imgaug.augmentables.lines.LineStringsOnImage
            Line strings, clipped to fall within the image dimensions."
"def get_environment(self, field=):
        
        env = {
            : self.sim_params.arena,
            : self.sim_params.data_frequency,
            : self.sim_params.first_open,
            : self.sim_params.last_close,
            : self.sim_params.capital_base,
            : self._platform
        }
        if field == :
            return env
        else:
            try:
                return env[field]
            except KeyError:
                raise ValueError(
                     % field,
                )","Query the execution environment.

        Parameters
        ----------
        field : {'platform', 'arena', 'data_frequency',
                 'start', 'end', 'capital_base', 'platform', '*'}
            The field to query. The options have the following meanings:
              arena : str
                  The arena from the simulation parameters. This will normally
                  be ``'backtest'`` but some systems may use this distinguish
                  live trading from backtesting.
              data_frequency : {'daily', 'minute'}
                  data_frequency tells the algorithm if it is running with
                  daily data or minute data.
              start : datetime
                  The start date for the simulation.
              end : datetime
                  The end date for the simulation.
              capital_base : float
                  The starting capital for the simulation.
              platform : str
                  The platform that the code is running on. By default this
                  will be the string 'zipline'. This can allow algorithms to
                  know if they are running on the Quantopian platform instead.
              * : dict[str -> any]
                  Returns all of the fields in a dictionary.

        Returns
        -------
        val : any
            The value for the field queried. See above for more information.

        Raises
        ------
        ValueError
            Raised when ``field`` is not a valid option."
"def zb_encode(zone, area, user_code):
    
    if zone < 0:
        zone = 0
    elif zone > Max.ZONES.value:
        zone = 999
    else:
        zone += 1
    return MessageEncode(.format(
        zone=zone, area=area+1, code=user_code), )",zb: Zone bypass. Zone < 0 unbypass all; Zone > Max bypass all.
"def get_bios(self):
        
        uri = ""{}/bios"".format(self.data[""uri""])
        return self._helper.do_get(uri)","Gets the list of BIOS/UEFI values currently set on the physical server.

        Returns:
            dict: Dictionary of BIOS/UEFI values."
"def local_bind_ports(self):
        
        self._check_is_started()
        return [_server.local_port for _server in self._server_list if
                _server.local_port is not None]",Return a list containing the ports of local side of the TCP tunnels
"def add_file(self, name="""", hashalg="""", hash="""", comClasses=None, 
                 typelibs=None, comInterfaceProxyStubs=None, 
                 windowClasses=None):
        
        self.files.append(File(name, hashalg, hash, comClasses, 
                          typelibs, comInterfaceProxyStubs, windowClasses))",Shortcut for manifest.files.append
"def get_default(__func: Callable, __arg: str) -> str:
    
    return signature(__func).parameters[__arg].default","Fetch default value for a function argument

    Args:
        __func: Function to inspect
        __arg: Argument to extract default value for"
"def default_repository(self):
        
        default_dict_repo = {}
        for line in self.default_repositories_list.splitlines():
            line = line.lstrip()
            if not line.startswith(""
                if line.split()[0] in self.DEFAULT_REPOS_NAMES:
                    default_dict_repo[line.split()[0]] = line.split()[1]
                else:
                    print(""\nslpkg: Error: Repository name  is not ""
                          ""default.\n              Please check file: ""
                          ""/etc/slpkg/default-repositories\n"".format(
                              line.split()[0]))
                    raise SystemExit()
        return default_dict_repo",Return dictionary with default repo name and url
"def _pypsa_generator_timeseries(network, timesteps, mode=None):
    

    mv_gen_timeseries_q = []
    mv_gen_timeseries_p = []
    lv_gen_timeseries_q = []
    lv_gen_timeseries_p = []

    
    if mode is  or mode is None:
        for gen in network.mv_grid.generators:
            mv_gen_timeseries_q.append(gen.pypsa_timeseries().rename(
                repr(gen)).to_frame().loc[timesteps])
            mv_gen_timeseries_p.append(gen.pypsa_timeseries().rename(
                repr(gen)).to_frame().loc[timesteps])
        if mode is :
            lv_gen_timeseries_p, lv_gen_timeseries_q = \
                _pypsa_generator_timeseries_aggregated_at_lv_station(
                    network, timesteps)

    
    if mode is  or mode is None:
        for lv_grid in network.mv_grid.lv_grids:
            for gen in lv_grid.generators:
                lv_gen_timeseries_q.append(gen.pypsa_timeseries().rename(
                    repr(gen)).to_frame().loc[timesteps])
                lv_gen_timeseries_p.append(gen.pypsa_timeseries().rename(
                    repr(gen)).to_frame().loc[timesteps])

    gen_df_p = pd.concat(mv_gen_timeseries_p + lv_gen_timeseries_p, axis=1)
    gen_df_q = pd.concat(mv_gen_timeseries_q + lv_gen_timeseries_q, axis=1)

    return gen_df_p, gen_df_q","Timeseries in PyPSA compatible format for generator instances

    Parameters
    ----------
    network : Network
        The eDisGo grid topology model overall container
    timesteps : array_like
        Timesteps is an array-like object with entries of type
        :pandas:`pandas.Timestamp<timestamp>` specifying which time steps
        to export to pypsa representation and use in power flow analysis.
    mode : str, optional
        Specifically retrieve generator time series for MV or LV grid level or
        both. Either choose 'mv' or 'lv'.
        Defaults to None, which returns both timeseries for MV and LV in a
        single DataFrame.

    Returns
    -------
    :pandas:`pandas.DataFrame<dataframe>`
        Time series table in PyPSA format"
"def to_query_parameters(parameters):
    
    if parameters is None:
        return []

    if isinstance(parameters, collections_abc.Mapping):
        return to_query_parameters_dict(parameters)

    return to_query_parameters_list(parameters)","Converts DB-API parameter values into query parameters.

    :type parameters: Mapping[str, Any] or Sequence[Any]
    :param parameters: A dictionary or sequence of query parameter values.

    :rtype: List[google.cloud.bigquery.query._AbstractQueryParameter]
    :returns: A list of query parameters."
"def _set_lsp_select_path(self, v, load=False):
    
    if hasattr(v, ""_utype""):
      v = v._utype(v)
    try:
      t = YANGDynClass(v,base=lsp_select_path.lsp_select_path, is_container=, presence=False, yang_name=""lsp-select-path"", rest_name=""select-path"", parent=self, path_helper=self._path_helper, extmethods=self._extmethods, register_paths=True, extensions={u: {u: u, u: None, u: None, u: None, u: None, u: u}}, namespace=, defining_module=, yang_type=, is_config=True)
    except (TypeError, ValueError):
      raise ValueError({
          : ,
          : ""container"",
          : ,
        })

    self.__lsp_select_path = t
    if hasattr(self, ):
      self._set()","Setter method for lsp_select_path, mapped from YANG variable /mpls_config/router/mpls/mpls_cmds_holder/lsp/lsp_select_path (container)
    If this variable is read-only (config: false) in the
    source YANG file, then _set_lsp_select_path is considered as a private
    method. Backends looking to populate this variable should
    do so via calling thisObj._set_lsp_select_path() directly."
"def delete_nic(self, instance_id, port_id):
        
        self.client.servers.interface_detach(instance_id, port_id)
        return True",Delete a Network Interface Controller
"def get_as_datadict(self):
        
        return dict(type=self.__class__.__name__, tags=list(self.tags))","Get information about this object as a dictionary.  Used by WebSocket interface to pass some
            relevant information to client applications."
"def page(self, log=values.unset, message_date_before=values.unset,
             message_date=values.unset, message_date_after=values.unset,
             page_token=values.unset, page_number=values.unset,
             page_size=values.unset):
        
        params = values.of({
            : log,
            : serialize.iso8601_date(message_date_before),
            : serialize.iso8601_date(message_date),
            : serialize.iso8601_date(message_date_after),
            : page_token,
            : page_number,
            : page_size,
        })

        response = self._version.page(
            ,
            self._uri,
            params=params,
        )

        return NotificationPage(self._version, response, self._solution)","Retrieve a single page of NotificationInstance records from the API.
        Request is executed immediately

        :param unicode log: Filter by log level
        :param date message_date_before: Filter by date
        :param date message_date: Filter by date
        :param date message_date_after: Filter by date
        :param str page_token: PageToken provided by the API
        :param int page_number: Page Number, this value is simply for client state
        :param int page_size: Number of records to return, defaults to 50

        :returns: Page of NotificationInstance
        :rtype: twilio.rest.api.v2010.account.call.notification.NotificationPage"
"def _extract_id_token(id_token):
    
    if type(id_token) == bytes:
        segments = id_token.split(b)
    else:
        segments = id_token.split(u)

    if len(segments) != 3:
        raise VerifyJwtTokenError(
            .format(id_token))

    return json.loads(
        _helpers._from_bytes(_helpers._urlsafe_b64decode(segments[1])))","Extract the JSON payload from a JWT.

    Does the extraction w/o checking the signature.

    Args:
        id_token: string or bytestring, OAuth 2.0 id_token.

    Returns:
        object, The deserialized JSON payload."
"def auto_instantiate(*classes):
    
    def decorator(f):
        
        sig = signature(f)

        @wraps(f)
        def _(*args, **kwargs):
            bvals = sig.bind(*args, **kwargs)

            
            for varname, val in bvals.arguments.items():
                anno = sig.parameters[varname].annotation

                if anno in classes or (len(classes) == 0 and anno != _empty):
                    bvals.arguments[varname] = anno(val)

            return f(*bvals.args, **bvals.kwargs)

        
        
        return FunctionMaker.create(
            f, , dict(_=_, __wrapped__=f)
        )

    return decorator","Creates a decorator that will instantiate objects based on function
    parameter annotations.

    The decorator will check every argument passed into ``f``. If ``f`` has an
    annotation for the specified parameter and the annotation is found in
    ``classes``, the parameter value passed in will be used to construct a new
    instance of the expression that is the annotation.

    An example (Python 3):

    .. code-block:: python

        @auto_instantiate(int)
        def foo(a: int, b: float):
            pass

    Any value passed in as ``b`` is left unchanged. Anything passed as the
    parameter for ``a`` will be converted to :class:`int` before calling the
    function.

    Since Python 2 does not support annotations, the
    :func:`~data.decorators.annotate` function should can be used:

    .. code-block:: python

        @auto_instantiate(int)
        @annotate(a=int)
        def foo(a, b):
            pass


    :param classes: Any number of classes/callables for which
                    auto-instantiation should be performed. If empty, perform
                    for all.

    :note: When dealing with data, it is almost always more convenient to use
           the :func:`~data.decorators.data` decorator instead."
"def truncate_database(self, database=None):
        
        
        if database in self.databases and database is not self.database:
            self.change_db(database)

        
        tables = self.tables if isinstance(self.tables, list) else [self.tables]
        if len(tables) > 0:
            self.drop(tables)
            self._printer( + str(len(tables)), , database)
        return tables",Drop all tables in a database.
"async def proxy(self, port, proxied_path):
        

        if  in self.request.headers:
            del self.request.headers[]

        self._record_activity()

        if self.request.headers.get(""Upgrade"", """").lower() == :
            
            
            self.log.info(""we wanna websocket, but we donPOSTContent-LengthTransfer-EncodingContent-EncodingConnectionSet-Cookie'
                    self.add_header(header, v)

            if response.body:
                self.write(response.body)","This serverextension handles:
            {base_url}/proxy/{port([0-9]+)}/{proxied_path}
            {base_url}/proxy/absolute/{port([0-9]+)}/{proxied_path}
            {base_url}/{proxy_base}/{proxied_path}"
"def invert(self):
        
        libfn = utils.get_lib_fn( % (self._libsuffix))
        inv_tx_ptr = libfn(self.pointer)

        new_tx = ANTsTransform(precision=self.precision, dimension=self.dimension,
                                transform_type=self.transform_type, pointer=inv_tx_ptr)

        return new_tx",Invert the transform
"def initRnaQuantificationSet(self):
        
        store = rnaseq2ga.RnaSqliteStore(self._args.filePath)
        store.createTables()",Initialize an empty RNA quantification set
"def compile_dir(env, src_path, dst_path, pattern=r, encoding=, base_dir=None):
  
  from os import path, listdir, mkdir
  file_re = re.compile(pattern)

  if base_dir is None:
    base_dir = src_path

  for filename in listdir(src_path):
    src_name = path.join(src_path, filename)
    dst_name = path.join(dst_path, filename)

    if path.isdir(src_name):
      mkdir(dst_name)
      compile_dir(env, src_name, dst_name, encoding=encoding, base_dir=base_dir)
    elif path.isfile(src_name) and file_re.match(filename):
      compile_file(env, src_name, dst_name, encoding=encoding, base_dir=base_dir)","Compiles a directory of Jinja2 templates to python code.
  
  :param env: a Jinja2 Environment instance.
  :param src_path: path to the source directory.
  :param dst_path: path to the destination directory.
  :param encoding: template encoding.
  :param base_dir: the base path to be removed from the compiled template filename."
"def _regexp(expr, item):
    
    reg = re.compile(expr)
    return reg.search(item) is not None",REGEXP function for Sqlite
"def findPrefix(self, uri, default=None):
        
        for item in self.nsprefixes.items():
            if item[1] == uri:
                prefix = item[0]
                return prefix
        for item in self.specialprefixes.items():
            if item[1] == uri:
                prefix = item[0]
                return prefix
        if self.parent is not None:
            return self.parent.findPrefix(uri, default)
        else:
            return default","Find the first prefix that has been mapped to a namespace URI.
        The local mapping is searched, then it walks up the tree until
        it reaches the top or finds a match.
        @param uri: A namespace URI.
        @type uri: basestring
        @param default: A default prefix when not found.
        @type default: basestring
        @return: A mapped prefix.
        @rtype: basestring"
"def elemgetter(path: str) -> t.Callable[[Element], Element]:
    
    return compose(
        partial(_raise_if_none, exc=LookupError(path)),
        methodcaller(, path)
    )",shortcut making an XML element getter
"def key_json(minion_id,
             pillar,  
             pillar_key=None):
    
    key_data = __salt__[](minion_id)
    
    if not key_data:
        return {}

    data = salt.utils.json.loads(key_data)
    
    if isinstance(data, dict) and not pillar_key:
        return data
    elif not pillar_key:
        return {: data}
    else:
        return {pillar_key: data}","Pulls a string from redis and deserializes it from json. Deserialized
    dictionary data loaded directly into top level if pillar_key is not set.

    pillar_key
        Pillar key to return data into"
"def divergence(u, v, dx, dy):
    r
    dudx = first_derivative(u, delta=dx, axis=-1)
    dvdy = first_derivative(v, delta=dy, axis=-2)
    return dudx + dvdy","r""""""Calculate the horizontal divergence of the horizontal wind.

    Parameters
    ----------
    u : (M, N) ndarray
        x component of the wind
    v : (M, N) ndarray
        y component of the wind
    dx : float or ndarray
        The grid spacing(s) in the x-direction. If an array, there should be one item less than
        the size of `u` along the applicable axis.
    dy : float or ndarray
        The grid spacing(s) in the y-direction. If an array, there should be one item less than
        the size of `u` along the applicable axis.

    Returns
    -------
    (M, N) ndarray
        The horizontal divergence

    See Also
    --------
    vorticity

    Notes
    -----
    If inputs have more than two dimensions, they are assumed to have either leading dimensions
    of (x, y) or trailing dimensions of (y, x), depending on the value of ``dim_order``."
"def list(self, **request_parameters):
        
        
        items = self._session.get_items(
            API_ENDPOINT,
            params=request_parameters
        )

        
        for item in items:
            yield self._object_factory(OBJECT_TYPE, item)","List all roles.

        Args:
            **request_parameters: Additional request parameters (provides
                support for parameters that may be added in the future).

        Returns:
            GeneratorContainer: A GeneratorContainer which, when iterated,
            yields the roles returned by the Webex Teams query.

        Raises:
            TypeError: If the parameter types are incorrect.
            ApiError: If the Webex Teams cloud returns an error."
"def urls(self):
        
        for base_url, mapping in self.routes.items():
            for url, _ in mapping.items():
                yield base_url + url",Returns a generator of all URLs attached to this API
"def evaluate_dir(sample_dir):
    
    results = []
    if sample_dir[-1] == ""/"":
        sample_dir = sample_dir[:-1]
    for filename in glob.glob(""%s/*.inkml"" % sample_dir):
        results.append(evaluate_inkml(filename))
    return results","Evaluate all recordings in `sample_dir`.

    Parameters
    ----------
    sample_dir : string
        The path to a directory with *.inkml files.

    Returns
    -------
    list of dictionaries
        Each dictionary contains the keys 'filename' and 'results', where
        'results' itself is a list of dictionaries. Each of the results has
        the keys 'latex' and 'probability'"
"def _determineLength(self, fObj):
        
        try:
            seek = fObj.seek
            tell = fObj.tell
        except AttributeError:
            return UNKNOWN_LENGTH
        originalPosition = tell()
        seek(0, self._SEEK_END)
        end = tell()
        seek(originalPosition, self._SEEK_SET)
        return end - originalPosition","Determine how many bytes can be read out of C{fObj} (assuming it is not
        modified from this point on).  If the determination cannot be made,
        return C{UNKNOWN_LENGTH}."
"def send_pgrp(cls, sock, pgrp):
    
    assert(isinstance(pgrp, IntegerForPid) and pgrp < 0)
    encoded_int = cls.encode_int(pgrp)
    cls.write_chunk(sock, ChunkType.PGRP, encoded_int)",Send the PGRP chunk over the specified socket.
"def send(self, stat, value, rate=1):
        
        if rate < 1:
            value = ""%s|@%s"" % (value, rate)
        return super().send(stat, value, rate)",Send message to backend.
"def _set_customized(self, v, load=False):
    
    if hasattr(v, ""_utype""):
      v = v._utype(v)
    try:
      t = YANGDynClass(v,base=customized.customized, is_container=, presence=False, yang_name=""customized"", rest_name=""custom-profile"", parent=self, path_helper=self._path_helper, extmethods=self._extmethods, register_paths=True, extensions={u: {u: u, u: u, u: None}}, namespace=, defining_module=, yang_type=, is_config=True)
    except (TypeError, ValueError):
      raise ValueError({
          : ,
          : ""container"",
          : ,
        })

    self.__customized = t
    if hasattr(self, ):
      self._set()","Setter method for customized, mapped from YANG variable /rbridge_id/hardware_profile/kap/customized (container)
    If this variable is read-only (config: false) in the
    source YANG file, then _set_customized is considered as a private
    method. Backends looking to populate this variable should
    do so via calling thisObj._set_customized() directly."
"def buildCommand(self,fileName,count,args):
        
        
	fileNameWithPath = self.escapePlaceholders(fileName)

        
        commandParts = args.command.split()
        processedParts = []
        
        for part in commandParts:
            processedParts.append(self.buildPart(part,fileNameWithPath,count,args))
        
        return self.unescapePlaceholders(.join(processedParts))","This is an internal method, building the command for a particular file."
"def match_function_id(self, function_id, match):
        
        self._add_match(, str(function_id), bool(match))","Matches the function identified by the given ``Id``.

        arg:    function_id (osid.id.Id): the Id of the ``Function``
        arg:    match (boolean): ``true`` if a positive match, ``false``
                for a negative match
        raise:  NullArgument - ``function_id`` is ``null``
        *compliance: mandatory -- This method must be implemented.*"
"def send_location(self, chat_id, latitude, longitude, live_period=None, reply_to_message_id=None, reply_markup=None,
                      disable_notification=None):
        
        return types.Message.de_json(
            apihelper.send_location(self.token, chat_id, latitude, longitude, live_period, reply_to_message_id,
                                    reply_markup,
                                    disable_notification))","Use this method to send point on the map.
        :param chat_id:
        :param latitude:
        :param longitude:
        :param live_period
        :param reply_to_message_id:
        :param reply_markup:
        :return: API reply."
"def generate_plaintext_random(plain_vocab, distribution, train_samples,
                              length):
  
  if distribution is not None:
    assert len(distribution) == len(plain_vocab)

  train_indices = np.random.choice(
      range(len(plain_vocab)), (train_samples, length), p=distribution)

  return train_indices","Generates samples of text from the provided vocabulary.

  Args:
    plain_vocab: vocabulary.
    distribution: distribution.
    train_samples: samples for training.
    length: length.

  Returns:
    train_indices (np.array of Integers): random integers for training.
      shape = [num_samples, length]
    test_indices (np.array of Integers): random integers for testing.
      shape = [num_samples, length]
    plain_vocab   (list of Integers): unique vocabularies."
"def get_fields(model_class):
    
    return [
        attr for attr, value in model_class.__dict__.items()
        if issubclass(type(value), (mongo.base.BaseField, mongo.EmbeddedDocumentField))  
    ]","Pass in a mongo model class and extract all the attributes which
    are mongoengine fields

    Returns:
        list of strings of field attributes"
"def describe(self):
        
        response = {
            : self.state,
            : self.model_name,
            : self.name,
            : _UNUSED_ARN,
            : self.end_time,
            : self.start_time,
            : self.start_time,
            : {},
            : self.batch_strategy,
        }

        if self.transform_resources:
            response[] = self.transform_resources

        if self.output_data:
            response[] = self.output_data

        if self.input_data:
            response[] = self.input_data

        return response","Describe this _LocalTransformJob

        The response is a JSON-like dictionary that follows the response of the
        boto describe_transform_job() API.

        Returns:
            dict: description of this _LocalTransformJob"
"def set_col_width(self, col, tab, width):
        

        try:
            old_width = self.col_widths.pop((col, tab))

        except KeyError:
            old_width = None

        if width is not None:
            self.col_widths[(col, tab)] = float(width)",Sets column width
"def save_load(jid, clear_load, minion=None):
    
    cb_ = _get_connection()

    try:
        jid_doc = cb_.get(six.text_type(jid))
    except couchbase.exceptions.NotFoundError:
        cb_.add(six.text_type(jid), {}, ttl=_get_ttl())
        jid_doc = cb_.get(six.text_type(jid))

    jid_doc.value[] = clear_load
    cb_.replace(six.text_type(jid), jid_doc.value, cas=jid_doc.cas, ttl=_get_ttl())

    
    if  in clear_load and clear_load[] != :
        ckminions = salt.utils.minions.CkMinions(__opts__)
        
        _res = ckminions.check_minions(
            clear_load[],
            clear_load.get(, )
            )
        minions = _res[]
        save_minions(jid, minions)",Save the load to the specified jid
"def is_dominated(self, action, tol=None, method=None):
        
        if tol is None:
            tol = self.tol

        payoff_array = self.payoff_array

        if self.num_opponents == 0:
            return payoff_array.max() > payoff_array[action] + tol

        ind = np.ones(self.num_actions, dtype=bool)
        ind[action] = False
        D = payoff_array[ind]
        D -= payoff_array[action]
        if D.shape[0] == 0:  
            return False
        if self.num_opponents >= 2:
            D.shape = (D.shape[0], np.prod(D.shape[1:]))

        if method is None:
            from .lemke_howson import lemke_howson
            g_zero_sum = NormalFormGame([Player(D), Player(-D.T)])
            NE = lemke_howson(g_zero_sum)
            return NE[0] @ D @ NE[1] > tol
        elif method in [, ]:
            from scipy.optimize import linprog
            m, n = D.shape
            A = np.empty((n+2, m+1))
            A[:n, :m] = -D.T
            A[:n, -1] = 1  
            A[n, :m], A[n+1, :m] = 1, -1  
            A[n:, -1] = 0
            b = np.empty(n+2)
            b[:n] = 0
            b[n], b[n+1] = 1, -1
            c = np.zeros(m+1)
            c[-1] = -1
            res = linprog(c, A_ub=A, b_ub=b, method=method)
            if res.success:
                return res.x[-1] > tol
            elif res.status == 2:  
                return False
            else:  
                msg = .format(res.status)
                raise RuntimeError(msg)
        else:
            raise ValueError(.format(method))","Determine whether `action` is strictly dominated by some mixed
        action.

        Parameters
        ----------
        action : scalar(int)
            Integer representing a pure action.

        tol : scalar(float), optional(default=None)
            Tolerance level used in determining domination. If None,
            default to the value of the `tol` attribute.

        method : str, optional(default=None)
            If None, `lemke_howson` from `quantecon.game_theory` is used
            to solve for a Nash equilibrium of an auxiliary zero-sum
            game. If `method` is set to `'simplex'` or
            `'interior-point'`, `scipy.optimize.linprog` is used with
            the method as specified by `method`.

        Returns
        -------
        bool
            True if `action` is strictly dominated by some mixed action;
            False otherwise."
"def touch(self):
        
        column = self.get_related().get_updated_at_column()

        self.raw_update({column: self.get_related().fresh_timestamp()})",Touch all of the related models for the relationship.
"def _example_stock_basic(quote_ctx):
    
    ret_status, ret_data = quote_ctx.get_stock_basicinfo(ft.Market.HK, ft.SecurityType.STOCK)
    if ret_status != ft.RET_OK:
        print(ret_data)
        exit()
    print(""stock_basic"")
    print(ret_data)",获取股票信息，输出 股票代码，股票名，每手数量，股票类型，子类型所属正股
"def create_snapshot(self, xml_bytes):
        
        root = XML(xml_bytes)
        snapshot_id = root.findtext(""snapshotId"")
        volume_id = root.findtext(""volumeId"")
        status = root.findtext(""status"")
        start_time = root.findtext(""startTime"")
        start_time = datetime.strptime(
            start_time[:19], ""%Y-%m-%dT%H:%M:%S"")
        progress = root.findtext(""progress"")[:-1]
        progress = float(progress or ""0"") / 100.
        return model.Snapshot(
            snapshot_id, volume_id, status, start_time, progress)","Parse the XML returned by the C{CreateSnapshot} function.

        @param xml_bytes: XML bytes with a C{CreateSnapshotResponse} root
            element.
        @return: The L{Snapshot} instance created.

        TODO: ownerId, volumeSize, description."
"def check_dates(self):
        
        if self.checkin_date >= self.checkout_date:
                raise ValidationError(_())
        if self.folio_id.date_order and self.checkin_date:
            if self.checkin_date <= self.folio_id.date_order:
                raise ValidationError(_())","This method is used to validate the checkin_date and checkout_date.
        -------------------------------------------------------------------
        @param self: object pointer
        @return: raise warning depending on the validation"
"def obo(self):
        
        def add_tags(stanza_list, tags):
            for tag in tags:
                if tag in self.other:
                    if isinstance(self.other[tag], list):
                        for attribute in self.other[tag]:
                            stanza_list.append(""{}: {}"".format(tag, attribute))
                    else:
                        stanza_list.append(""{}: {}"".format(tag, self.other[tag]))

        
        
        
        
        

        stanza_list = [""[Term]""]

        
        stanza_list.append(""id: {}"".format(self.id))


        
        if self.name is not None:
            stanza_list.append(""name: {}"".format(self.name))
        else:
            stanza_list.append(""name: "")

        add_tags(stanza_list, [, ])

        
        if self.desc:
            stanza_list.append(self.desc.obo)

        
        add_tags(stanza_list, [, ])

        
        for synonym in sorted(self.synonyms, key=str):
            stanza_list.append(synonym.obo)

        add_tags(stanza_list, [])

        
        if Relationship() in self.relations:
            for companion in self.relations[Relationship()]:
                stanza_list.append(""is_a: {} ! {}"".format(companion.id, companion.name))

        add_tags(stanza_list, [, , ])

        for relation in self.relations:
            if relation.direction==""bottomup"" and relation is not Relationship():
                stanza_list.extend(
                    ""relationship: {} {} ! {}"".format(
                        relation.obo_name, companion.id, companion.name
                    ) for companion in self.relations[relation]
                )

        add_tags(stanza_list, [, , ,
                               , , ])

        return ""\n"".join(stanza_list)","str: the `Term` serialized in an Obo ``[Term]`` stanza.

        Note:
            The following guide was used:
            ftp://ftp.geneontology.org/pub/go/www/GO.format.obo-1_4.shtml"
"def succ(cmd, check_stderr=True, stdout=None, stderr=None):
    
    code, out, err = run(cmd)

    
    if stdout is not None:
        stdout[:] = out
    if stderr is not None:
        stderr[:] = err

    if code != 0:
        for l in out:
            print(l)
    assert code == 0, .format(code, cmd, err)
    if check_stderr:
        assert err == [], .format(err, code)
    return code, out, err",Alias to run with check return code and stderr
"def complete_abstract_value(
    exe_context,  
    return_type,  
    field_asts,  
    info,  
    path,  
    result,  
):
    
    
    runtime_type = None  

    
    if isinstance(return_type, (GraphQLInterfaceType, GraphQLUnionType)):
        if return_type.resolve_type:
            runtime_type = return_type.resolve_type(result, info)
        else:
            runtime_type = get_default_resolve_type_fn(result, info, return_type)

    if isinstance(runtime_type, string_types):
        runtime_type = info.schema.get_type(runtime_type)  

    if not isinstance(runtime_type, GraphQLObjectType):
        raise GraphQLError(
            (
                ""Abstract type {} must resolve to an Object type at runtime ""
                + 
            ).format(
                return_type, info.parent_type, info.field_name, result, runtime_type
            ),
            field_asts,
        )

    if not exe_context.schema.is_possible_type(return_type, runtime_type):
        raise GraphQLError(
            u.format(
                runtime_type, return_type
            ),
            field_asts,
        )

    return complete_object_value(
        exe_context, runtime_type, field_asts, info, path, result
    )","Complete an value of an abstract type by determining the runtime type of that value, then completing based
    on that type."
